incident_id,type,category,priority,latitude,longitude,date,time,timestamp,response_time_minutes,units_dispatched,address
INC-20230208-0148,Medical Emergency,EMS,Medium,41.84895276359608,-87.64218841049654,2023-02-08,01:55:00,2023-02-08 01:55:00,5.3,2,"5592 Main St, Chicago, AZ"
INC-20230217-0149,Medical Emergency,EMS,Medium,41.82550456596679,-87.87439469948811,2023-02-17,20:34:00,2023-02-17 20:34:00,7.9,1,"1708 Maple Dr, Chicago, AZ"
INC-20230211-0150,Stroke,EMS,Low,41.94110261384794,-87.79054068205906,2023-02-11,09:17:00,2023-02-11 09:17:00,6.2,1,"885 Main Ave, Chicago, AZ"
INC-20230113-0151,Fall,EMS,Low,41.89210080144846,-87.59786778743046,2023-01-13,14:51:00,2023-01-13 14:51:00,11.8,3,"3477 Maple St, Chicago, AZ"
INC-20230308-0152,Vehicle Fire,Fire,Medium,41.948091350389724,-87.73348140854864,2023-03-08,01:15:00,2023-03-08 01:15:00,5.4,1,"2640 Main Blvd, Chicago, AZ"
INC-20230307-0153,Fire Alarm,Fire,Low,42.0385586394255,-87.52302156873287,2023-03-07,16:23:00,2023-03-07 16:23:00,8.7,1,"2086 Pine Blvd, Chicago, AZ"
INC-20230206-0154,Medical Emergency,EMS,Medium,41.70731575164382,-87.61688160709477,2023-02-06,13:10:00,2023-02-06 13:10:00,8.6,3,"2742 Maple Ave, Chicago, AZ"
INC-20230321-0155,Fire Alarm,Fire,Low,41.85695485342968,-87.53443168793345,2023-03-21,04:04:00,2023-03-21 04:04:00,8.0,2,"185 Pine Blvd, Chicago, AZ"
INC-20230305-0156,Vehicle Fire,Fire,Medium,41.83346899623999,-87.72951821483936,2023-03-05,12:54:00,2023-03-05 12:54:00,6.3,3,"7044 Oak Dr, Chicago, AZ"
INC-20230115-0157,Fire Alarm,Fire,Low,41.66630417295102,-87.77767672736204,2023-01-15,13:33:00,2023-01-15 13:33:00,8.8,2,"9562 Main Ave, Chicago, AZ"
INC-20230222-0158,Medical Emergency,EMS,Medium,41.96139874816621,-87.5623131103217,2023-02-22,08:46:00,2023-02-22 08:46:00,7.6,3,"9768 Main Blvd, Chicago, AZ"
INC-20230115-0159,Fire Alarm,Fire,Low,41.952282912117354,-87.46597209603337,2023-01-15,17:43:00,2023-01-15 17:43:00,10.1,2,"1583 Cedar St, Chicago, AZ"
INC-20230118-0160,Medical Emergency,EMS,Medium,41.81843359538894,-87.66855780141505,2023-01-18,22:55:00,2023-01-18 22:55:00,5.7,2,"2802 Main Ave, Chicago, AZ"
INC-20230109-0161,Gas Leak,Fire,Medium,41.670559875453655,-87.83895998083004,2023-01-09,22:39:00,2023-01-09 22:39:00,4.8,1,"6994 Maple Dr, Chicago, AZ"
INC-20230320-0162,Difficulty Breathing,EMS,High,41.70678238871035,-87.72032227937858,2023-03-20,14:00:00,2023-03-20 14:00:00,3.3,2,"5593 Cedar St, Chicago, AZ"
INC-20230320-0163,Traffic Accident,EMS,Medium,41.871566641501374,-87.76720935935603,2023-03-20,18:25:00,2023-03-20 18:25:00,6.4,1,"7435 Cedar Dr, Chicago, AZ"
INC-20230301-0164,Structure Fire,Fire,High,41.912536644843726,-87.43978700336378,2023-03-01,18:10:00,2023-03-01 18:10:00,2.0,2,"1966 Oak St, Chicago, AZ"
INC-20230103-0165,Hazmat,Fire,Low,42.0897002790752,-87.60143067649845,2023-01-03,09:00:00,2023-01-03 09:00:00,5.9,1,"7281 Oak Ave, Chicago, AZ"
INC-20230222-0166,Fire Alarm,Fire,Low,41.85406868159222,-87.84245663043502,2023-02-22,06:52:00,2023-02-22 06:52:00,6.9,3,"1094 Main Blvd, Chicago, AZ"
INC-20230130-0167,Traffic Accident,EMS,Medium,41.75047068785745,-87.6822237129878,2023-01-30,02:12:00,2023-01-30 02:12:00,5.1,3,"1828 Main St, Chicago, AZ"
INC-20230206-0168,Vehicle Fire,Fire,Medium,42.06379783590034,-87.51528859370664,2023-02-06,20:59:00,2023-02-06 20:59:00,3.0,1,"294 Main St, Chicago, AZ"
INC-20230313-0169,Medical Emergency,EMS,Medium,42.00005228356586,-87.74793900514366,2023-03-13,16:39:00,2023-03-13 16:39:00,8.2,3,"3733 Oak St, Chicago, AZ"
INC-20230309-0170,Medical Emergency,EMS,Medium,41.84675198553488,-87.81012252955408,2023-03-09,01:38:00,2023-03-09 01:38:00,7.7,1,"6799 Main St, Chicago, AZ"
INC-20230119-0171,Fire Alarm,Fire,Low,41.71754284427537,-87.67187653544426,2023-01-19,02:19:00,2023-01-19 02:19:00,3.4,1,"1991 Cedar Ave, Chicago, AZ"
INC-20230114-0172,Vehicle Fire,Fire,Medium,41.86350415419389,-87.50174686198868,2023-01-14,07:14:00,2023-01-14 07:14:00,6.5,1,"7609 Maple St, Chicago, AZ"
INC-20230322-0173,Fire Alarm,Fire,Low,41.887028870531935,-87.43923008733083,2023-03-22,02:12:00,2023-03-22 02:12:00,12.0,2,"4758 Oak Dr, Chicago, AZ"
INC-20230317-0174,Structure Fire,Fire,High,41.63319725542074,-87.55251619358273,2023-03-17,10:52:00,2023-03-17 10:52:00,6.6,2,"5184 Pine Blvd, Chicago, AZ"
INC-20230128-0175,Fire Alarm,Fire,Low,41.81706983329393,-87.59866315048684,2023-01-28,00:25:00,2023-01-28 00:25:00,7.8,3,"4764 Maple Blvd, Chicago, AZ"
INC-20230220-0176,Medical Emergency,EMS,Medium,41.968226154923414,-87.61119232177845,2023-02-20,15:15:00,2023-02-20 15:15:00,6.3,2,"6324 Maple Ave, Chicago, AZ"
INC-20230219-0177,Medical Emergency,EMS,Medium,42.011443093356895,-87.67548804612483,2023-02-19,23:25:00,2023-02-19 23:25:00,3.8,1,"3093 Oak Ave, Chicago, AZ"
INC-20230320-0178,Fire Alarm,Fire,Low,41.836549368132765,-87.53220061676485,2023-03-20,14:50:00,2023-03-20 14:50:00,11.9,1,"7024 Oak Ave, Chicago, AZ"
INC-20230318-0179,Medical Emergency,EMS,Medium,41.87313725634473,-87.65840027134531,2023-03-18,06:21:00,2023-03-18 06:21:00,6.1,1,"2565 Maple Dr, Chicago, AZ"
INC-20230111-0180,Fire Alarm,Fire,Low,41.834828622592156,-87.47971730601189,2023-01-11,14:40:00,2023-01-11 14:40:00,4.1,2,"5720 Oak St, Chicago, AZ"
INC-20230105-0181,Public Assist,EMS,Low,41.82292622782393,-87.60295913468315,2023-01-05,05:50:00,2023-01-05 05:50:00,8.8,3,"9238 Cedar St, Chicago, AZ"
INC-20230215-0182,Structure Fire,Fire,High,42.001820615196664,-87.75407532890559,2023-02-15,03:31:00,2023-02-15 03:31:00,4.1,1,"838 Maple St, Chicago, AZ"
INC-20230213-0183,Fire Alarm,Fire,Low,42.109073580378954,-87.52374240210881,2023-02-13,02:37:00,2023-02-13 02:37:00,8.7,2,"1884 Pine St, Chicago, AZ"
INC-20230210-0184,Fire Alarm,Fire,Low,41.92058159692489,-87.76749618841339,2023-02-10,10:08:00,2023-02-10 10:08:00,5.5,1,"7392 Maple St, Chicago, AZ"
INC-20230117-0185,Medical Emergency,EMS,Medium,41.99645976034355,-87.51433770607983,2023-01-17,21:21:00,2023-01-17 21:21:00,4.8,3,"1496 Main St, Chicago, AZ"
INC-20230108-0186,Vehicle Fire,Fire,Medium,42.10713762310569,-87.6802069181548,2023-01-08,09:05:00,2023-01-08 09:05:00,3.5,2,"3397 Cedar Dr, Chicago, AZ"
INC-20230222-0187,Gas Leak,Fire,Medium,41.88185074095274,-87.8773787323502,2023-02-22,05:17:00,2023-02-22 05:17:00,7.8,3,"2166 Oak Blvd, Chicago, AZ"
INC-20230118-0188,Traffic Accident,EMS,Medium,41.8029592273458,-87.59705875363358,2023-01-18,09:11:00,2023-01-18 09:11:00,6.8,2,"7907 Maple Blvd, Chicago, AZ"
INC-20230204-0189,Medical Emergency,EMS,Medium,41.99668967077809,-87.41303650106877,2023-02-04,09:43:00,2023-02-04 09:43:00,8.4,3,"9251 Cedar Blvd, Chicago, AZ"
INC-20230301-0190,Medical Emergency,EMS,Medium,41.78862057499531,-87.58844111995208,2023-03-01,08:38:00,2023-03-01 08:38:00,5.2,3,"7951 Main Dr, Chicago, AZ"
INC-20230101-0191,Medical Emergency,EMS,Medium,41.83086340934975,-87.5881101125539,2023-01-01,00:28:00,2023-01-01 00:28:00,7.4,1,"5266 Oak Blvd, Chicago, AZ"
INC-20230130-0192,Traffic Accident,EMS,Medium,41.845646280188326,-87.69530664730533,2023-01-30,03:07:00,2023-01-30 03:07:00,6.2,3,"2021 Maple St, Chicago, AZ"
INC-20230130-0193,Traffic Accident,EMS,Medium,41.69471583518758,-87.64002292816595,2023-01-30,10:53:00,2023-01-30 10:53:00,5.2,1,"3834 Maple St, Chicago, AZ"
INC-20230306-0194,Traffic Accident,EMS,Medium,41.77720834109367,-87.81983680879445,2023-03-06,20:59:00,2023-03-06 20:59:00,3.4,2,"3201 Cedar St, Chicago, AZ"
INC-20230210-0195,Medical Emergency,EMS,Medium,41.94773936628527,-87.53679035181804,2023-02-10,13:00:00,2023-02-10 13:00:00,3.0,2,"787 Cedar Ave, Chicago, AZ"
INC-20230216-0196,Water Rescue,EMS,Medium,41.887403167376725,-87.58664544542604,2023-02-16,23:19:00,2023-02-16 23:19:00,5.4,1,"7830 Oak St, Chicago, AZ"
INC-20230115-0197,Medical Emergency,EMS,Medium,42.10173761459337,-87.66410926483226,2023-01-15,20:03:00,2023-01-15 20:03:00,6.1,2,"5624 Oak Blvd, Chicago, AZ"
INC-20230207-0198,Medical Emergency,EMS,Medium,41.85656960307024,-87.48677434411675,2023-02-07,10:18:00,2023-02-07 10:18:00,11.5,2,"326 Cedar Dr, Chicago, AZ"
INC-20230203-0199,Fire Alarm,Fire,Low,41.75847617910559,-87.64211287331064,2023-02-03,07:23:00,2023-02-03 07:23:00,10.3,3,"3720 Pine St, Chicago, AZ"
INC-20230309-0200,Fire Alarm,Fire,Low,41.73691902945201,-87.54396049925502,2023-03-09,05:48:00,2023-03-09 05:48:00,9.3,2,"8651 Cedar Ave, Chicago, AZ"
INC-20230209-0201,Medical Emergency,EMS,Medium,41.870145876628754,-87.7775466072648,2023-02-09,12:02:00,2023-02-09 12:02:00,6.5,2,"6704 Oak St, Chicago, AZ"
INC-20230109-0202,Difficulty Breathing,EMS,High,42.016393713930356,-87.77943910532689,2023-01-09,12:39:00,2023-01-09 12:39:00,4.4,1,"6013 Maple St, Chicago, AZ"
INC-20230205-0203,Medical Emergency,EMS,Medium,41.91032642877261,-87.66580078472796,2023-02-05,14:25:00,2023-02-05 14:25:00,7.0,3,"1070 Main Blvd, Chicago, AZ"
INC-20230328-0204,Fire Alarm,Fire,Low,41.91611038287294,-87.58264124740865,2023-03-28,22:06:00,2023-03-28 22:06:00,8.2,2,"6337 Main St, Chicago, AZ"
INC-20230203-0205,Cardiac Arrest,EMS,High,41.92604493672827,-87.61711419242367,2023-02-03,04:33:00,2023-02-03 04:33:00,3.3,3,"4455 Cedar St, Chicago, AZ"
INC-20230215-0206,Medical Emergency,EMS,Medium,41.808863182592646,-87.6041323088689,2023-02-15,12:26:00,2023-02-15 12:26:00,7.0,1,"4720 Pine Dr, Chicago, AZ"
INC-20230226-0207,Fire Alarm,Fire,Low,41.97307310107072,-87.50208955606165,2023-02-26,17:07:00,2023-02-26 17:07:00,7.6,3,"9314 Main St, Chicago, AZ"
INC-20230227-0208,Medical Emergency,EMS,Medium,42.047972604459375,-87.58724073147829,2023-02-27,16:28:00,2023-02-27 16:28:00,8.5,2,"6082 Maple Dr, Chicago, AZ"
INC-20230120-0209,Difficulty Breathing,EMS,High,42.04424635682953,-87.69278730604465,2023-01-20,19:17:00,2023-01-20 19:17:00,2.6,2,"1805 Oak Ave, Chicago, AZ"
INC-20230214-0210,Medical Emergency,EMS,Medium,41.916853500903485,-87.52391679412621,2023-02-14,08:30:00,2023-02-14 08:30:00,4.2,1,"3735 Maple Blvd, Chicago, AZ"
INC-20230123-0211,Medical Emergency,EMS,Medium,42.094279859169625,-87.47366908051082,2023-01-23,14:42:00,2023-01-23 14:42:00,6.2,3,"1052 Maple St, Chicago, AZ"
INC-20230204-0212,Medical Emergency,EMS,Medium,41.98532256599232,-87.7189694074013,2023-02-04,16:30:00,2023-02-04 16:30:00,6.5,1,"5042 Main Blvd, Chicago, AZ"
INC-20230103-0213,Traffic Accident,EMS,Medium,41.9215104710599,-87.76327195853298,2023-01-03,01:32:00,2023-01-03 01:32:00,8.7,3,"747 Cedar Ave, Chicago, AZ"
INC-20230207-0214,Fire Alarm,Fire,Low,41.85097292114891,-87.59545457774439,2023-02-07,19:25:00,2023-02-07 19:25:00,7.1,1,"1566 Pine St, Chicago, AZ"
INC-20230202-0215,Medical Emergency,EMS,Medium,41.952609457372,-87.61699714313553,2023-02-02,16:11:00,2023-02-02 16:11:00,6.0,3,"4266 Pine St, Chicago, AZ"
INC-20230219-0216,Traffic Accident,EMS,Medium,41.96946105722531,-87.8025485428406,2023-02-19,15:20:00,2023-02-19 15:20:00,7.0,2,"9852 Main Ave, Chicago, AZ"
INC-20230305-0217,Traffic Accident,EMS,Medium,42.04884887568031,-87.36430398108729,2023-03-05,18:01:00,2023-03-05 18:01:00,6.8,1,"8264 Main Ave, Chicago, AZ"
INC-20230322-0218,Fall,EMS,Low,41.904286400189626,-87.77226313052624,2023-03-22,00:04:00,2023-03-22 00:04:00,8.7,2,"1878 Cedar Ave, Chicago, AZ"
INC-20230225-0219,Medical Emergency,EMS,Medium,41.63281162261207,-87.45744433340921,2023-02-25,03:20:00,2023-02-25 03:20:00,8.2,1,"9688 Pine Ave, Chicago, AZ"
INC-20230129-0220,Fire Alarm,Fire,Low,41.96586370413761,-87.66073557908206,2023-01-29,03:20:00,2023-01-29 03:20:00,6.2,1,"9107 Maple Dr, Chicago, AZ"
INC-20230113-0221,Medical Emergency,EMS,Medium,41.85328125789857,-87.46117307080472,2023-01-13,23:23:00,2023-01-13 23:23:00,6.2,3,"8109 Pine St, Chicago, AZ"
INC-20230310-0222,Structure Fire,Fire,High,41.96043271394639,-87.7591251814009,2023-03-10,12:14:00,2023-03-10 12:14:00,7.8,3,"8107 Maple Dr, Chicago, AZ"
INC-20230228-0223,Water Rescue,EMS,Medium,41.819156321291416,-87.70833952529244,2023-02-28,22:14:00,2023-02-28 22:14:00,3.3,2,"5772 Pine Dr, Chicago, AZ"
INC-20230329-0224,Medical Emergency,EMS,Medium,41.92346130463377,-87.52654397580908,2023-03-29,18:28:00,2023-03-29 18:28:00,6.4,3,"1019 Oak Dr, Chicago, AZ"
INC-20230319-0225,Fire Alarm,Fire,Low,41.81557153846351,-87.57871776046184,2023-03-19,16:20:00,2023-03-19 16:20:00,10.6,3,"3787 Pine St, Chicago, AZ"
INC-20230304-0226,Stroke,EMS,Low,41.74604309706079,-87.82126640477803,2023-03-04,14:41:00,2023-03-04 14:41:00,9.1,3,"2399 Maple St, Chicago, AZ"
INC-20230310-0227,Gas Leak,Fire,Medium,42.02920393497578,-87.77892377853203,2023-03-10,17:06:00,2023-03-10 17:06:00,4.0,3,"5104 Cedar St, Chicago, AZ"
INC-20230212-0228,Vehicle Fire,Fire,Medium,41.744673828524206,-87.78874895281528,2023-02-12,20:19:00,2023-02-12 20:19:00,6.2,2,"8419 Cedar Blvd, Chicago, AZ"
INC-20230328-0229,Medical Emergency,EMS,Medium,41.78423803208254,-87.5480440384461,2023-03-28,04:18:00,2023-03-28 04:18:00,2.0,3,"8730 Pine Blvd, Chicago, AZ"
INC-20230122-0230,Medical Emergency,EMS,Medium,41.88042846837488,-87.53751996602502,2023-01-22,18:17:00,2023-01-22 18:17:00,7.3,2,"9164 Pine St, Chicago, AZ"
INC-20230327-0231,Cardiac Arrest,EMS,High,41.80964040118785,-87.81470850988954,2023-03-27,11:04:00,2023-03-27 11:04:00,8.5,3,"9645 Pine Dr, Chicago, AZ"
INC-20230119-0232,Fire Alarm,Fire,Low,41.886866460867694,-87.58658574028873,2023-01-19,11:59:00,2023-01-19 11:59:00,6.1,3,"9939 Cedar Blvd, Chicago, AZ"
INC-20230331-0233,Hazmat,Fire,Low,41.92143250511481,-87.5171873095692,2023-03-31,07:01:00,2023-03-31 07:01:00,10.2,3,"7520 Oak St, Chicago, AZ"
INC-20230117-0234,Fire Alarm,Fire,Low,42.055095609561405,-87.61321290080897,2023-01-17,07:49:00,2023-01-17 07:49:00,3.0,3,"9262 Pine Dr, Chicago, AZ"
INC-20230211-0235,Medical Emergency,EMS,Medium,41.7505136414714,-87.79123841911867,2023-02-11,13:16:00,2023-02-11 13:16:00,3.4,2,"7968 Main Ave, Chicago, AZ"
INC-20230104-0236,Traffic Accident,EMS,Medium,41.952268619573125,-87.4964833135288,2023-01-04,18:11:00,2023-01-04 18:11:00,3.4,2,"5617 Oak Ave, Chicago, AZ"
INC-20230110-0237,Traffic Accident,EMS,Medium,41.80744019011134,-87.6746445299844,2023-01-10,05:36:00,2023-01-10 05:36:00,4.8,3,"2925 Maple St, Chicago, AZ"
INC-20230311-0238,Structure Fire,Fire,High,41.82189814043087,-87.65597277359109,2023-03-11,17:35:00,2023-03-11 17:35:00,4.1,1,"5089 Cedar Ave, Chicago, AZ"
INC-20230128-0239,Traffic Accident,EMS,Medium,41.86866840083748,-87.6287208413989,2023-01-28,19:46:00,2023-01-28 19:46:00,5.7,2,"5137 Cedar Blvd, Chicago, AZ"
INC-20230219-0240,Medical Emergency,EMS,Medium,41.822812113411864,-87.63846422998097,2023-02-19,21:59:00,2023-02-19 21:59:00,7.2,2,"8315 Pine St, Chicago, AZ"
INC-20230106-0241,Medical Emergency,EMS,Medium,41.964608109618126,-87.63271145500151,2023-01-06,06:20:00,2023-01-06 06:20:00,6.2,2,"7020 Maple Blvd, Chicago, AZ"
INC-20230223-0242,Medical Emergency,EMS,Medium,41.81228667427217,-87.72221865197584,2023-02-23,08:14:00,2023-02-23 08:14:00,2.0,1,"4364 Oak St, Chicago, AZ"
INC-20230307-0243,Cardiac Arrest,EMS,High,41.831512037607766,-87.6806014517114,2023-03-07,08:49:00,2023-03-07 08:49:00,4.5,3,"1581 Oak St, Chicago, AZ"
INC-20230105-0244,Public Assist,EMS,Low,41.89714722728714,-87.69982730790701,2023-01-05,15:00:00,2023-01-05 15:00:00,6.9,3,"4957 Cedar Blvd, Chicago, AZ"
INC-20230320-0245,Medical Emergency,EMS,Medium,42.03091137253501,-87.65027101126105,2023-03-20,21:29:00,2023-03-20 21:29:00,6.0,3,"4945 Main Blvd, Chicago, AZ"
INC-20230107-0246,Stroke,EMS,Low,41.927833595598905,-87.64531212510163,2023-01-07,23:52:00,2023-01-07 23:52:00,5.5,1,"8583 Maple Ave, Chicago, AZ"
INC-20230306-0247,Difficulty Breathing,EMS,High,41.7713827888695,-87.45244862311995,2023-03-06,11:38:00,2023-03-06 11:38:00,5.1,1,"1358 Cedar St, Chicago, AZ"
INC-20230317-0248,Medical Emergency,EMS,Medium,41.97010696271849,-87.6122604133017,2023-03-17,18:30:00,2023-03-17 18:30:00,7.3,3,"8215 Maple Blvd, Chicago, AZ"
INC-20230101-0249,Fire Alarm,Fire,Low,42.002522921521674,-87.56100417130806,2023-01-01,00:16:00,2023-01-01 00:16:00,6.7,3,"8335 Oak Ave, Chicago, AZ"
INC-20230218-0250,Fall,EMS,Low,42.05843877669619,-87.54588320123038,2023-02-18,18:11:00,2023-02-18 18:11:00,5.2,3,"2408 Cedar Ave, Chicago, AZ"
INC-20230312-0251,Medical Emergency,EMS,Medium,41.8169063957728,-87.4801594846991,2023-03-12,23:48:00,2023-03-12 23:48:00,9.0,1,"1799 Oak St, Chicago, AZ"
INC-20230203-0252,Structure Fire,Fire,High,41.81665789236649,-87.4868454266995,2023-02-03,03:40:00,2023-02-03 03:40:00,2.7,3,"7157 Main St, Chicago, AZ"
INC-20230119-0253,Public Assist,EMS,Low,41.90483786711871,-87.61976416065004,2023-01-19,03:19:00,2023-01-19 03:19:00,7.5,3,"622 Pine Ave, Chicago, AZ"
INC-20230122-0254,Structure Fire,Fire,High,41.799049092806094,-87.78482115339453,2023-01-22,13:01:00,2023-01-22 13:01:00,5.6,3,"2006 Oak Ave, Chicago, AZ"
INC-20230219-0255,Traffic Accident,EMS,Medium,41.900764137150524,-87.68622353479866,2023-02-19,00:38:00,2023-02-19 00:38:00,4.5,1,"9836 Maple Ave, Chicago, AZ"
INC-20230130-0256,Medical Emergency,EMS,Medium,41.79682449177325,-87.6457968518477,2023-01-30,06:58:00,2023-01-30 06:58:00,6.0,2,"322 Oak Ave, Chicago, AZ"
INC-20230303-0257,Hazmat,Fire,Low,41.94502158254179,-87.54833641371063,2023-03-03,16:57:00,2023-03-03 16:57:00,8.4,2,"2248 Pine St, Chicago, AZ"
INC-20230222-0258,Public Assist,EMS,Low,41.89790252744705,-87.61602294739217,2023-02-22,06:39:00,2023-02-22 06:39:00,10.5,2,"3231 Oak St, Chicago, AZ"
INC-20230319-0259,Medical Emergency,EMS,Medium,41.93688458296998,-87.55957258223808,2023-03-19,21:33:00,2023-03-19 21:33:00,7.0,1,"2772 Oak St, Chicago, AZ"
INC-20230212-0260,Public Assist,EMS,Low,41.79797008993476,-87.60090701168656,2023-02-12,15:16:00,2023-02-12 15:16:00,10.1,2,"5043 Pine Blvd, Chicago, AZ"
INC-20230111-0261,Hazmat,Fire,Low,41.859264078473416,-87.66047716029156,2023-01-11,17:06:00,2023-01-11 17:06:00,7.7,1,"2576 Main Dr, Chicago, AZ"
INC-20230305-0262,Structure Fire,Fire,High,41.84745214540258,-87.64879148517944,2023-03-05,11:54:00,2023-03-05 11:54:00,5.6,3,"7706 Main Ave, Chicago, AZ"
INC-20230202-0263,Stroke,EMS,Low,41.90080962170925,-87.84772273943162,2023-02-02,19:59:00,2023-02-02 19:59:00,4.0,2,"4281 Oak Dr, Chicago, AZ"
INC-20230302-0264,Structure Fire,Fire,High,41.95463467017815,-87.692565174397,2023-03-02,14:40:00,2023-03-02 14:40:00,1.1,1,"6102 Cedar St, Chicago, AZ"
INC-20230319-0265,Stroke,EMS,Low,41.82287329714434,-87.59524745135455,2023-03-19,22:20:00,2023-03-19 22:20:00,10.0,2,"121 Pine Dr, Chicago, AZ"
INC-20230204-0266,Medical Emergency,EMS,Medium,41.86109611510915,-87.56809618256307,2023-02-04,13:26:00,2023-02-04 13:26:00,5.3,2,"1918 Pine St, Chicago, AZ"
INC-20230105-0267,Vehicle Fire,Fire,Medium,41.7861332615384,-87.70537894183714,2023-01-05,02:18:00,2023-01-05 02:18:00,2.2,2,"1559 Pine St, Chicago, AZ"
INC-20230323-0268,Gas Leak,Fire,Medium,41.918488527367685,-87.5478485756915,2023-03-23,02:25:00,2023-03-23 02:25:00,6.1,3,"3412 Pine Blvd, Chicago, AZ"
INC-20230204-0269,Fire Alarm,Fire,Low,41.87499292775346,-87.67927980372846,2023-02-04,08:34:00,2023-02-04 08:34:00,7.1,1,"6560 Main St, Chicago, AZ"
INC-20230303-0270,Medical Emergency,EMS,Medium,41.71102585434174,-87.76803609679367,2023-03-03,12:10:00,2023-03-03 12:10:00,5.5,1,"2009 Maple Blvd, Chicago, AZ"
INC-20230323-0271,Hazmat,Fire,Low,41.80080677328276,-87.49995884409185,2023-03-23,08:36:00,2023-03-23 08:36:00,8.9,1,"3251 Pine Ave, Chicago, AZ"
INC-20230313-0272,Fire Alarm,Fire,Low,42.02990654108882,-87.48075804252493,2023-03-13,15:44:00,2023-03-13 15:44:00,3.0,1,"6593 Main Ave, Chicago, AZ"
INC-20230119-0273,Water Rescue,EMS,Medium,41.90508147362883,-87.72741387765939,2023-01-19,13:27:00,2023-01-19 13:27:00,5.7,1,"2436 Pine Ave, Chicago, AZ"
INC-20230210-0274,Traffic Accident,EMS,Medium,41.79552403873344,-87.64290095794553,2023-02-10,01:16:00,2023-02-10 01:16:00,4.5,2,"4302 Main Dr, Chicago, AZ"
INC-20230324-0275,Structure Fire,Fire,High,41.89068911084476,-87.55817839352875,2023-03-24,10:35:00,2023-03-24 10:35:00,2.2,3,"1676 Maple St, Chicago, AZ"
INC-20230322-0276,Medical Emergency,EMS,Medium,41.8506387163001,-87.60988933858694,2023-03-22,19:26:00,2023-03-22 19:26:00,6.4,1,"2535 Oak St, Chicago, AZ"
INC-20230312-0277,Traffic Accident,EMS,Medium,41.84214734643557,-87.76282077838971,2023-03-12,09:29:00,2023-03-12 09:29:00,8.5,2,"3199 Pine Dr, Chicago, AZ"
INC-20230203-0278,Stroke,EMS,Low,42.00783953525892,-87.72996899365846,2023-02-03,12:54:00,2023-02-03 12:54:00,6.0,2,"878 Oak Ave, Chicago, AZ"
INC-20230120-0279,Fire Alarm,Fire,Low,41.85945801543129,-87.72707321098652,2023-01-20,18:27:00,2023-01-20 18:27:00,8.6,3,"5310 Maple Blvd, Chicago, AZ"
INC-20230113-0280,Medical Emergency,EMS,Medium,41.842628792411475,-87.78721386740062,2023-01-13,20:45:00,2023-01-13 20:45:00,7.5,3,"2750 Pine Ave, Chicago, AZ"
INC-20230330-0281,Structure Fire,Fire,High,41.903065563353884,-87.52994572966757,2023-03-30,18:59:00,2023-03-30 18:59:00,2.0,2,"1870 Oak Dr, Chicago, AZ"
INC-20230202-0282,Stroke,EMS,Low,41.82390572058862,-87.65906125936934,2023-02-02,16:39:00,2023-02-02 16:39:00,6.0,3,"4430 Cedar Ave, Chicago, AZ"
INC-20230306-0283,Medical Emergency,EMS,Medium,41.6921135445553,-87.599355538677,2023-03-06,02:49:00,2023-03-06 02:49:00,8.2,2,"3852 Cedar St, Chicago, AZ"
INC-20230318-0284,Traffic Accident,EMS,Medium,41.96186395219201,-87.51626390341782,2023-03-18,10:20:00,2023-03-18 10:20:00,7.9,2,"9280 Pine Ave, Chicago, AZ"
INC-20230124-0285,Unconscious Person,EMS,High,41.84525267500151,-87.43556739705154,2023-01-24,11:50:00,2023-01-24 11:50:00,5.0,1,"4754 Maple Blvd, Chicago, AZ"
INC-20230209-0286,Medical Emergency,EMS,Medium,41.81962645587549,-87.58645199055283,2023-02-09,15:11:00,2023-02-09 15:11:00,6.7,1,"2823 Maple Ave, Chicago, AZ"
INC-20230218-0287,Traffic Accident,EMS,Medium,41.809908639944226,-87.71814927407785,2023-02-18,10:45:00,2023-02-18 10:45:00,3.8,2,"2955 Maple Ave, Chicago, AZ"
INC-20230205-0288,Medical Emergency,EMS,Medium,41.881526842661756,-87.66453480182821,2023-02-05,23:54:00,2023-02-05 23:54:00,3.2,2,"1544 Main Dr, Chicago, AZ"
INC-20230227-0289,Unconscious Person,EMS,High,41.80628744170973,-87.5944991908355,2023-02-27,06:02:00,2023-02-27 06:02:00,2.4,1,"4775 Cedar Blvd, Chicago, AZ"
INC-20230107-0290,Fire Alarm,Fire,Low,41.954806258116534,-87.69096516372515,2023-01-07,16:10:00,2023-01-07 16:10:00,6.9,1,"9143 Maple Blvd, Chicago, AZ"
INC-20230325-0291,Vehicle Fire,Fire,Medium,41.8206146279583,-87.6081532064289,2023-03-25,20:22:00,2023-03-25 20:22:00,7.8,1,"2885 Pine St, Chicago, AZ"
INC-20230117-0292,Traffic Accident,EMS,Medium,41.842526411615765,-87.61678921703464,2023-01-17,06:54:00,2023-01-17 06:54:00,8.3,1,"5041 Oak Dr, Chicago, AZ"
INC-20230316-0293,Medical Emergency,EMS,Medium,41.91136769459465,-87.45094414709287,2023-03-16,06:52:00,2023-03-16 06:52:00,10.8,2,"2932 Pine Blvd, Chicago, AZ"
INC-20230214-0294,Cardiac Arrest,EMS,High,41.77891063587703,-87.63076946964824,2023-02-14,09:40:00,2023-02-14 09:40:00,5.3,3,"7007 Maple St, Chicago, AZ"
